Template,Function,Genome,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,shotgunReadcount,RelavantPercentInVF,PercentageInShotgun,SampleID
VFG002055,"general secretion pathway protein L",Shigella dysenteriae Sd197,1682,51,861,83.74,88.27,94.87,113.29,2.3,1534.79,1e-26,21026294,0.0117011343607568,1.33675304529453e-06,FMT.0111C
VFG034901,"Type III secretion system effector EspY2",Escherichia coli O157:H7 str. EDL933,1425,33,570,86.84,91.93,94.47,108.78,2.97,1326.6,1e-26,21026294,0.0104177136841205,1.19013337193693e-06,FMT.0111C
VFG000881,"(papB) regulatory protein PapB",Escherichia coli CFT073,1322,18,315,98.41,99.68,98.73,100.32,4.43,1266.91,1e-26,21026294,0.00931121085589749,1.06372502727124e-06,FMT.0111C
VFG001713,"PapX protein regulates flagellum synthesis to repress motility",Escherichia coli CFT073,1357,32,552,93.48,95.29,98.1,104.94,2.56,1261.73,1e-26,21026294,0.00901384783126361,1.02975388255296e-06,FMT.0111C
VFG002412,"E. coli common pilus chaperone EcpB",Escherichia coli O157:H7 str. EDL933,1382,39,669,92.08,93.12,98.88,107.38,2.11,1267.24,1e-26,21026294,0.00879904203781348,1.0052141849742e-06,FMT.0111C
VFG002417,"E. coli common pilus chaperone EcpE",Escherichia coli O157:H7 str. EDL933,1485,44,756,82.01,83.33,98.41,120,2.05,1355.61,1e-26,21026294,0.00864491824642453,9.87606879465215e-07,FMT.0111C
VFG000933,"isochorismatase",Escherichia coli CFT073,1194,51,858,77.39,78.67,98.37,127.11,1.47,1049.35,1e-26,21026294,0.00664198093938064,7.58788675846897e-07,FMT.0111C
VFG000360,"type II thioesterase YbtT",Yersinia pestis CO92,1264,47,804,76.12,76.49,99.51,130.73,1.59,1127.62,1e-26,21026294,0.00654548280320526,7.47764601306714e-07,FMT.0111C
VFG002414,"E. coli common pilus structural subunit EcpA",Escherichia coli O157:H7 str. EDL933,1050,34,588,88.44,88.78,99.62,112.64,1.82,949.59,1e-26,21026294,0.00635986221629668,7.26559060273737e-07,FMT.0111C
VFG002413,"regulator protein EcpR",Escherichia coli O157:H7 str. EDL933,1199,35,591,74.62,74.96,99.55,133.41,2.04,1097.61,1e-26,21026294,0.00604966154687272,6.91121326057508e-07,FMT.0111C
VFG000920,"putative heme-binding protein ChuX",Escherichia coli CFT073,989,29,495,74.14,75.35,98.39,132.71,2.1,904.06,1e-26,21026294,0.00524314179046355,5.98983443760733e-07,FMT.0111C
VFG002056,"general secretion pathway protein M",Shigella dysenteriae Sd197,609,25,423,80.38,84.87,94.71,117.83,1.78,537.39,1e-26,21026294,0.00427758279253017,4.88676708438749e-07,FMT.0111C
VFG000363,"yersiniabactin biosynthetic protein Irp2",Yersinia pestis CO92,9132,222,6108,74.48,74.67,99.74,133.92,1.51,8486.11,1e-26,18895112,0.132733907773747,5.95212264875117e-06,FMT.0111D
VFG000923,"ferrienterobactin outer membrane transporter",Escherichia coli CFT073,5234,83,2241,88.44,90.41,97.83,110.61,2.51,4988.22,1e-26,18895112,0.0980148322013321,4.39523187740037e-06,FMT.0111D
VFG000930,"enterobactin synthase multienzyme complex component, ATP-dependent",Escherichia coli CFT073,5967,144,3882,71.33,74.21,96.11,134.74,1.72,5547.71,1e-26,18895112,0.0955006138346626,4.28248799503334e-06,FMT.0111D
VFG000902,"Aecreted auto transpoter toxin",Escherichia coli CFT073,5934,145,3900,74.26,74.67,99.45,133.93,1.55,5512.81,1e-26,18895112,0.0869965860094784,3.90114597419743e-06,FMT.0111D
VFG001448,"KpsD",Escherichia coli O18:K1:H7 str. RS218,4350,62,1677,94.87,96.42,98.39,103.71,2.71,4164.64,1e-26,18895112,0.0844557521661454,3.78720858683899e-06,FMT.0111D
VFG002415,"E. coli common pilus usher EcpC",Escherichia coli O157:H7 str. EDL933,4605,94,2526,76.72,78.27,98.03,127.77,1.91,4328.45,1e-26,18895112,0.0727816338652541,3.26371172677986e-06,FMT.0111D
VFG000932,"2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,3078,61,1611,84.73,88.64,95.59,112.82,2.2,2899.7,1e-26,18895112,0.0605491041729418,2.71517429384869e-06,FMT.0111D
VFG000919,"Putative oxygen independent coproporphyrinogen III oxidase",Escherichia coli CFT073,2658,50,1338,82.06,83.26,98.56,120.11,2.04,2509.37,1e-26,18895112,0.0438008401554138,1.96413996314913e-06,FMT.0111D
VFG001443,"outer membrane protein A",Escherichia coli O18:K1:H7 str. RS218,2582,39,1041,77.33,79.35,97.46,126.03,2.71,2465.73,1e-26,18895112,0.0431446256340333,1.9347136516613e-06,FMT.0111D
VFG002416,"polymerized tip adhesin of ECP fibers",Escherichia coli O157:H7 str. EDL933,2489,62,1644,81.14,82.06,98.89,121.87,1.58,2307.6,1e-26,18895112,0.0410818664352329,1.84221433515637e-06,FMT.0111D
VFG000924,"ferrienterobactin ABC transporter periplasmic binding protein",Escherichia coli CFT073,2155,36,957,85.68,87.98,97.39,113.66,2.47,2048.04,1e-26,18895112,0.0400822970407837,1.79739112659205e-06,FMT.0111D
VFG000918,"periplasmic heme-binding protein ChuT",Escherichia coli CFT073,2094,37,993,83.59,84.29,99.16,118.64,2.16,1983.14,1e-26,18895112,0.0348448666616085,1.56253156053239e-06,FMT.0111D
VFG044159,"enterobactin/ferric enterobactin esterase",Escherichia coli CFT073,2031,45,1203,74.31,75.98,97.81,131.62,1.83,1897.43,1e-26,18895112,0.0322385692678374,1.44565862273499e-06,FMT.0111D
VFG002412,"E. coli common pilus chaperone EcpB",Escherichia coli O157:H7 str. EDL933,1420,25,669,92.23,93.42,98.72,107.04,2.18,1344.99,1e-26,18895112,0.0262592445538983,1.17753064661348e-06,FMT.0111D
VFG000364,"transcriptional regulator YbtA",Yersinia pestis CO92,1460,36,960,81.04,81.25,99.74,123.08,1.53,1353.38,1e-26,18895112,0.0230009506939354,1.03142054554397e-06,FMT.0111D
VFG000925,"ferrienterobactin ABC transporter ATPase",Escherichia coli CFT073,1089,31,816,81.62,83.33,97.94,120,1.48,998.58,1e-26,18895112,0.0193960372482868,8.69767149463696e-07,FMT.0111D
VFG002414,"E. coli common pilus structural subunit EcpA",Escherichia coli O157:H7 str. EDL933,1109,22,588,85.2,86.56,98.43,115.52,1.96,1043.14,1e-26,18895112,0.0192269500784433,8.62184855006173e-07,FMT.0111D
VFG002413,"regulator protein EcpR",Escherichia coli O157:H7 str. EDL933,1186,22,591,80.37,80.54,99.79,124.16,2.02,1119.73,1e-26,18895112,0.0185314852846634,8.30998462471698e-07,FMT.0111D
VFG002417,"E. coli common pilus chaperone EcpE",Escherichia coli O157:H7 str. EDL933,999,29,756,78.97,80.82,97.71,123.73,1.39,915.22,1e-26,18895112,0.0163687379234081,7.34015424991952e-07,FMT.0111D
VFG000921,"ChuY",Escherichia coli CFT073,619,24,624,82.21,84.62,97.16,118.18,1.08,550.55,1e-26,18895112,0.010991098998894,4.92868554713964e-07,FMT.0111D
VFG000362,"yersiniabactin biosynthetic protein Irp1",Yersinia pestis CO92,623497,13486,9492,99.12,99.88,99.23,100.12,67.13,584180.89,1e-26,31040535,0.100824269603572,0.000276693492395353,FMT.0111E
VFG000363,"yersiniabactin biosynthetic protein Irp2",Yersinia pestis CO92,386061,9033,6108,99.56,99.75,99.8,100.25,63.83,359785.61,1e-26,31040535,0.0616096797499363,0.00016907632976064,FMT.0111E
VFG000930,"enterobactin synthase multienzyme complex component, ATP-dependent",Escherichia coli CFT073,249292,5871,3882,95.54,99.23,96.29,100.78,71.35,232218.71,1e-26,31040535,0.043541629096436,0.000119491918628778,FMT.0111E
VFG045349,"adhesin FdeC",Escherichia coli O45:K1:H7 str. S88,224747,6456,4251,92.87,99.65,93.2,100.35,62.65,206100.06,1e-26,31040535,0.0420437705671165,0.000115381323935446,FMT.0111E
VFG000902,"Aecreted auto transpoter toxin",Escherichia coli CFT073,223529,5923,3900,99.51,100,99.51,100,58.17,206369.86,1e-26,31040535,0.0359398156386508,9.86301526825158e-05,FMT.0111E
VFG002415,"E. coli common pilus usher EcpC",Escherichia coli O157:H7 str. EDL933,209743,3844,2526,98.46,100,98.46,100,87.17,198487.52,1e-26,31040535,0.0348828986657706,9.57296402409382e-05,FMT.0111E
VFG000923,"ferrienterobactin outer membrane transporter",Escherichia coli CFT073,157350,3439,2241,97.9,100,97.9,100,74.59,147325.85,1e-26,31040535,0.0264810156414192,7.26722318823591e-05,FMT.0111E
VFG001444,"putative arylsulfatase",Escherichia coli O18:K1:H7 str. RS218,145449,2195,1428,97.48,100.07,97.41,99.93,110.13,138993.1,1e-26,31040535,0.0249315868015937,6.84201120445952e-05,FMT.0111E
VFG000917,"Outer membrane heme/hemoglobin receptor ChuA",Escherichia coli CFT073,133808,2999,1947,98.61,100,98.61,100,70.87,125072.57,1e-26,31040535,0.0218595168348469,5.99893862746568e-05,FMT.0111E
VFG000919,"Putative oxygen independent coproporphyrinogen III oxidase",Escherichia coli CFT073,125706,2063,1338,97.91,100,97.91,100,98.38,119648.28,1e-26,31040535,0.0208533151094086,5.72280524156522e-05,FMT.0111E
VFG001448,"KpsD",Escherichia coli O18:K1:H7 str. RS218,124141,2587,1677,98.21,100,98.21,100,77.24,116590.05,1e-26,31040535,0.0205204793668495,5.63146465029213e-05,FMT.0111E
VFG002416,"polymerized tip adhesin of ECP fibers",Escherichia coli O157:H7 str. EDL933,123321,2536,1644,99.09,100,99.09,100,77.2,115915.07,1e-26,31040535,0.0201062596961493,5.51778975063202e-05,FMT.0111E
VFG000358,"pesticin/yersiniabactin receptor protein",Yersinia pestis CO92,123429,3120,2022,99.85,100,99.85,100,61.38,114375.72,1e-26,31040535,0.0196616612547951,5.39577796127266e-05,FMT.0111E
VFG000366,"yersiniabactin ABC transporter ATP-binding/permease protein YbtQ",Yersinia pestis CO92,113198,2786,1803,99.72,100,99.72,100,63.42,105105.31,1e-26,31040535,0.0181148248210119,4.97127741521299e-05,FMT.0111E
VFG000932,"2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,102626,2494,1611,96.52,100,96.52,100,70.5,95380.07,1e-26,31040535,0.017992720413058,4.93776812701634e-05,FMT.0111E
VFG000929,"phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,76002,1198,771,93.64,100,93.64,100,139.08,72480.71,1e-26,31040535,0.0169875690174562,4.66192298464271e-05,FMT.0111E
VFG044326,"yersiniabactin ABC transporter ATP-binding/permease protein YbtP",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,103520,2791,1803,99.06,99.28,99.78,100.73,57.91,95439.5,1e-26,31040535,0.0164218936131509,4.50668387029575e-05,FMT.0111E
VFG000359,"yersiniabactin siderophore biosynthetic protein",Yersinia pestis CO92,98201,2444,1578,99.75,99.81,99.94,100.19,62.48,91104,1e-26,31040535,0.015589574058672,4.2782692185227e-05,FMT.0111E
VFG044159,"enterobactin/ferric enterobactin esterase",Escherichia coli CFT073,86326,1867,1203,97.17,100,97.17,100,77.92,80882.39,1e-26,31040535,0.0148500099742139,4.07530958372102e-05,FMT.0111E
VFG000931,"isochorismate synthase 1",Escherichia coli CFT073,86759,1843,1188,98.4,100,98.4,100,76.52,81380.99,1e-26,31040535,0.0144013622974722,3.95218655687359e-05,FMT.0111E
VFG044165,"enterobactin exporter, iron-regulated",Escherichia coli CFT073,81314,1943,1251,96.32,100,96.32,100,71.12,75665.41,1e-26,31040535,0.0140948751006743,3.86807683488909e-05,FMT.0111E
VFG000926,"ferrienterobactin ABC transporter permease",Escherichia coli CFT073,78346,1580,1017,96.46,100,96.46,100,85.61,73729.51,1e-26,31040535,0.013792964680494,3.78522312429075e-05,FMT.0111E
VFG000367,"putative signal transducer",Yersinia pestis CO92,85971,1988,1281,99.69,100,99.69,100,67.73,80185.4,1e-26,31040535,0.0137449251601921,3.77203956967874e-05,FMT.0111E
VFG000918,"periplasmic heme-binding protein ChuT",Escherichia coli CFT073,82616,1542,993,99.4,100,99.4,100,84.6,78102.63,1e-26,31040535,0.0133085820261949,3.65229329618415e-05,FMT.0111E
VFG000368,"salicylate synthase Irp9",Yersinia pestis CO92,78612,2028,1305,99.69,100,99.69,100,60.91,72731.62,1e-26,31040535,0.0125924804510565,3.45577251154182e-05,FMT.0111E
VFG034866,"Type III secretion system effector EspX4",Escherichia coli O157:H7 str. EDL933,67285,2461,1581,96.02,100,96.02,100,47.61,60247.37,1e-26,31040535,0.0119245562223073,3.2724731053227e-05,FMT.0111E
VFG000928,"iron-enterobactin ABC transporter permease",Escherichia coli CFT073,66020,1546,993,94.76,100,94.76,100,75.76,61522.78,1e-26,31040535,0.0119179453227485,3.2706588666538e-05,FMT.0111E
VFG000924,"ferrienterobactin ABC transporter periplasmic binding protein",Escherichia coli CFT073,70466,1489,957,98.22,100,98.22,100,77.61,66121.91,1e-26,31040535,0.0117663508847715,3.22905658712676e-05,FMT.0111E
VFG000916,"heme oxygenase ChuS",Escherichia coli CFT073,74015,1600,1029,97.76,98.54,99.21,101.48,73.17,69349.66,1e-26,31040535,0.0117536610344672,3.22557409326644e-05,FMT.0111E
VFG002055,"general secretion pathway protein L",Shigella dysenteriae Sd197,62416,1341,861,94.89,99.88,95,100.12,85.3,58504.57,1e-26,31040535,0.0116209836575371,3.18916324999528e-05,FMT.0111E
VFG000361,"yersiniabactin biosynthetic protein YbtU",Yersinia pestis CO92,69518,1713,1101,99.73,100,99.73,100,63.63,64542.34,1e-26,31040535,0.0110984266560222,3.04575718090765e-05,FMT.0111E
VFG034754,"Type III secretion system effector espL1",Escherichia coli O157:H7 str. EDL933,61691,2959,1899,96.05,100,96.05,100,36.55,53353.71,1e-26,31040535,0.0109957414684832,3.01757713728407e-05,FMT.0111E
VFG001443,"outer membrane protein A",Escherichia coli O18:K1:H7 str. RS218,62662,1621,1041,98.27,100,98.27,100,63.29,57960.01,1e-26,31040535,0.0104375363103405,2.86438809332979e-05,FMT.0111E
VFG000933,"isochorismatase",Escherichia coli CFT073,59309,1337,858,98.25,100,98.25,100,73.29,55414.68,1e-26,31040535,0.00996194600987584,2.73387116352475e-05,FMT.0111E
VFG049144,"acriflavine resistance protein B",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,41829,4922,3147,78.55,90.88,86.43,110.03,20.91,29135.66,1e-26,31040535,0.00947395392418372,2.59995079397252e-05,FMT.0111E
VFG034915,"Type III secretion system effector EspY4",Escherichia coli O157:H7 str. EDL933,56462,3758,2409,82.48,89.58,92.08,111.63,27.7,46125.37,1e-26,31040535,0.00946977807319781,2.59880480918378e-05,FMT.0111E
VFG000364,"transcriptional regulator YbtA",Yersinia pestis CO92,59553,1496,960,98.23,98.65,99.58,101.37,62.82,55210.49,1e-26,31040535,0.00942493641278004,2.58649884785662e-05,FMT.0111E
VFG002412,"E. coli common pilus chaperone EcpB",Escherichia coli O157:H7 str. EDL933,53613,1043,669,98.95,100,98.95,100,82.91,50561.54,1e-26,31040535,0.00878709268002169,2.41145447539222e-05,FMT.0111E
VFG000922,"heme permease protein ChuU",Escherichia coli CFT073,53592,1549,993,99.4,100,99.4,100,54.7,49118.11,1e-26,31040535,0.00860495788218511,2.36147096100796e-05,FMT.0111E
VFG002417,"E. coli common pilus chaperone EcpE",Escherichia coli O157:H7 str. EDL933,50812,1180,756,98.02,100,98.02,100,71.81,47379.08,1e-26,31040535,0.00860040486868597,2.36022147096855e-05,FMT.0111E
VFG000925,"ferrienterobactin ABC transporter ATPase",Escherichia coli CFT073,50149,1273,816,97.67,100,97.67,100,65.87,46453.76,1e-26,31040535,0.00851510477862071,2.33681244463531e-05,FMT.0111E
VFG034849,"Type III secretion system effector EspX1",Escherichia coli O157:H7 str. EDL933,46802,2221,1422,95.22,99.93,95.29,100.07,37.24,40540.58,1e-26,31040535,0.0083833448301086,2.30065337256369e-05,FMT.0111E
VFG000921,"ChuY",Escherichia coli CFT073,48067,974,624,96.47,100,96.47,100,84.4,45221.31,1e-26,31040535,0.008343325947814,2.28967093316949e-05,FMT.0111E
VFG044172,"ATP-binding hydrophilic protein ChuV",Escherichia coli CFT073,49769,1250,801,98.75,100,98.75,100,64.3,46140.17,1e-26,31040535,0.00815935188460772,2.23918266654593e-05,FMT.0111E
VFG001450,"KpsM",Escherichia coli O18:K1:H7 str. RS218,37176,1215,777,92.66,100.13,92.54,99.87,58.68,33683.58,1e-26,31040535,0.00723248454495711,1.98482113017827e-05,FMT.0111E
VFG002414,"E. coli common pilus structural subunit EcpA",Escherichia coli O157:H7 str. EDL933,43457,918,588,98.98,100,98.98,100,76.27,40776.61,1e-26,31040535,0.0071046591396165,1.949741820445e-05,FMT.0111E
VFG000360,"type II thioesterase YbtT",Yersinia pestis CO92,44132,1256,804,99.63,100,99.63,100,55.46,40502.21,1e-26,31040535,0.00706395767029854,1.93857205771278e-05,FMT.0111E
VFG013064,"outer membrane heme/hemoglobin receptor ShuA",Shigella dysenteriae Sd197,55561,3093,1983,70.4,71.71,98.17,139.45,29.13,46932.36,1e-26,31040535,0.00656228511500402,1.80089733722225e-05,FMT.0111E
VFG034895,"Type III secretion system effector EspY1",Escherichia coli O157:H7 str. EDL933,36177,1178,753,91.5,96.28,95.03,103.86,55.89,32791.36,1e-26,31040535,0.0064191473002958,1.76161582097504e-05,FMT.0111E
VFG002056,"general secretion pathway protein M",Shigella dysenteriae Sd197,32896,662,423,94.56,100,94.56,100,91.78,30961.99,1e-26,31040535,0.00615036081754363,1.68785236013989e-05,FMT.0111E
VFG049148,"colibactin hybrid non-ribosomal peptide synthetase/type I polyketide synthase ClbB",Klebsiella pneumoniae subsp. pneumoniae 1084,36746,13971,8913,96.32,96.36,99.95,103.77,4.13,10226.43,1e-26,31040535,0.00561930912281835,1.54211508018363e-05,FMT.0111E
VFG002054,"general secretion pathway protein K",Shigella dysenteriae Sd197,32751,1531,978,97.03,100.1,96.94,99.9,36.22,28431.42,1e-26,31040535,0.00561737674974838,1.5415847762643e-05,FMT.0111E
VFG012509,"ATP binding cassette transporter",Escherichia coli CFT073,33106,5855,3738,99.22,100,99.22,100,9.1,19059.71,1e-26,31040535,0.00538880990201671,1.47885884768249e-05,FMT.0111E
VFG002413,"regulator protein EcpR",Escherichia coli O157:H7 str. EDL933,32120,925,591,99.66,100,99.66,100,54.96,29448.03,1e-26,31040535,0.00514572270530076,1.4121480788563e-05,FMT.0111E
VFG034901,"Type III secretion system effector EspY2",Escherichia coli O157:H7 str. EDL933,26066,893,570,94.04,100,94.04,100,55.6,23504.83,1e-26,31040535,0.00502067167065639,1.37783014366128e-05,FMT.0111E
VFG034815,"Type III secretion system effector espR1",Escherichia coli O157:H7 str. EDL933,26450,1974,1260,94.52,100.08,94.45,99.92,25.11,21074.85,1e-26,31040535,0.00501622177008093,1.37660895104974e-05,FMT.0111E
VFG001713,"PapX protein regulates flagellum synthesis to repress motility",Escherichia coli CFT073,25589,865,552,97.64,100,97.64,100,50.05,23107.04,1e-26,31040535,0.0043767862125529,1.20112773182558e-05,FMT.0111E
VFG000888,"P pilus minor subunit PapE",Escherichia coli CFT073,25100,846,540,94.81,100.37,94.46,99.63,49.43,22671.54,1e-26,31040535,0.00424424522356602,1.16475431769374e-05,FMT.0111E
VFG013069,"permease of iron compound ABC transport system",Shigella dysenteriae Sd197,31396,1498,957,81.5,82.13,99.24,121.76,33.54,27173.64,1e-26,31040535,0.00417627408252765,1.14610089975186e-05,FMT.0111E
VFG049156,"colibactin non-ribosomal peptide synthetase ClbJ",Klebsiella pneumoniae subsp. pneumoniae 1084,26837,9950,6342,93.17,93.25,99.92,107.24,4.24,7750.9,1e-26,31040535,0.00397240124111575,1.09015178282136e-05,FMT.0111E
VFG000889,"P pilus minor subunit PapF ",Escherichia coli CFT073,21179,832,531,94.73,100.56,94.19,99.44,44.9,18806.89,1e-26,31040535,0.00379820412328943,1.04234661737252e-05,FMT.0111E
VFG049154,"colibactin non-ribosomal peptide synthetase ClbH",Klebsiella pneumoniae subsp. pneumoniae 1084,21934,7529,4797,96.29,96.33,99.96,103.81,4.59,7042,1e-26,31040535,0.00336013045112058,9.22125429799882e-06,FMT.0111E
VFG000904,"Haemoglobin protease",Escherichia coli CFT073,21094,6484,4131,97.02,97.12,99.9,102.97,5.13,7739.81,1e-26,31040535,0.00326056909612385,8.94802664031307e-06,FMT.0111E
VFG013070,"ATP-binding component of hemin transport system",Shigella dysenteriae Sd197,20962,1209,771,93.13,94.16,98.9,106.2,27.8,17598.23,1e-26,31040535,0.00319725884838986,8.77428341738857e-06,FMT.0111E
VFG013067,"shu locus protein ShuX",Shigella dysenteriae Sd197,18906,776,495,86.26,89.29,96.61,111.99,42.12,16698.96,1e-26,31040535,0.00294922942680994,8.09361271038933e-06,FMT.0111E
VFG013063,"heme/hemoglobin transport protein ShuS",Shigella dysenteriae Sd197,21468,1613,1029,72.5,74.15,97.77,134.86,23.58,17077.95,1e-26,31040535,0.00285024705116478,7.82197395406078e-06,FMT.0111E
VFG000881,"(papB) regulatory protein PapB",Escherichia coli CFT073,16633,494,315,98.41,99.68,98.73,100.32,55.6,15207.13,1e-26,31040535,0.00276570305125042,7.58995863979812e-06,FMT.0111E
VFG049157,"colibactin hybrid non-ribosomal peptide synthetase/type I polyketide synthase ClbK ",Klebsiella pneumoniae subsp. pneumoniae 1084,21201,10153,6465,80.99,81.08,99.89,123.33,3.29,3892.62,1e-26,31040535,0.00273206068242134,7.49763340342029e-06,FMT.0111E
VFG000935,"salmochelin receptor IroN",Escherichia coli CFT073,16440,3419,2178,96.46,97.29,99.15,102.78,7.79,8536.64,1e-26,31040535,0.00261502419006919,7.17644847508958e-06,FMT.0111E
VFG049160,"colibactin non-ribosomal peptide synthetase ClbN",Klebsiella pneumoniae subsp. pneumoniae 1084,17140,6860,4368,91.44,91.44,100,109.36,3.93,4402.4,1e-26,31040535,0.00248670101488386,6.8242893408167e-06,FMT.0111E
VFG000920,"putative heme-binding protein ChuX",Escherichia coli CFT073,14522,777,495,95.96,99.19,96.74,100.81,31.6,12348.67,1e-26,31040535,0.00245794604845389,6.74537667309789e-06,FMT.0111E
VFG000879,"FimH protein precursor",Escherichia coli CFT073,13595,1432,912,97.37,100,97.37,100,16.04,9844.73,1e-26,31040535,0.00231745535531881,6.35982604441063e-06,FMT.0111E
VFG049149,"colibactin polyketide synthase ClbC",Klebsiella pneumoniae subsp. pneumoniae 1084,13403,4100,2610,99.23,99.27,99.96,100.73,5.15,4944.4,1e-26,31040535,0.00211386833099273,5.80111924704283e-06,FMT.0111E
VFG049161,"colibactin polyketide synthase ClbO",Klebsiella pneumoniae subsp. pneumoniae 1084,12011,3865,2460,98.9,99.8,99.1,100.2,5.41,4179.41,1e-26,31040535,0.00210414220541794,5.77442770081745e-06,FMT.0111E
VFG049018,"transcriptional regulator RcsB",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,9210,1022,651,76.19,87.56,87.02,114.21,22.05,6550.38,1e-26,31040535,0.00199116619030942,5.46438599855472e-06,FMT.0111E
VFG000876,"Outer membrane usher protein fimD precursor",Escherichia coli CFT073,11447,4143,2637,94.5,95.6,98.85,104.6,4.52,3420.92,1e-26,31040535,0.00180517217648584,4.9539599528038e-06,FMT.0111E
VFG049155,"colibactin polyketide synthase ClbI",Klebsiella pneumoniae subsp. pneumoniae 1084,11347,4766,3033,94.36,94.39,99.97,105.94,3.75,2687.13,1e-26,31040535,0.00170075532060127,4.66740727423503e-06,FMT.0111E
VFG012505,"esterase",Escherichia coli CFT073,9428,1932,1230,98.94,100,98.94,100,7.99,4944.86,1e-26,31040535,0.00155691199601508,4.2726559708633e-06,FMT.0111E
VFG012327,"S fimbrial switch regulatory protein SfaC",Escherichia coli UTI89,9985,447,285,78.6,83.51,94.12,119.75,39.2,8718.74,1e-26,31040535,0.00147802433594311,4.05616343133851e-06,FMT.0111E
VFG012513,"glucosyltransferase IroB",Escherichia coli CFT073,7786,1829,1164,98.28,100,98.28,100,7.06,3689.77,1e-26,31040535,0.00130187670333166,3.57275895108716e-06,FMT.0111E
VFG049158,"colibactin biosynthesis amidase ClbL",Klebsiella pneumoniae subsp. pneumoniae 1084,8379,2301,1464,97.13,97.2,99.93,102.88,5.73,3458.93,1e-26,31040535,0.00129173711375334,3.54493272965345e-06,FMT.0111E
VFG002049,"general secretion pathway protein F",Shigella dysenteriae Sd197,6508,1886,1200,91.75,98.17,93.46,101.87,6.85,2544.26,1e-26,31040535,0.0012783882865097,3.50829935116286e-06,FMT.0111E
VFG002047,"general secretion pathway protein D",Shigella dysenteriae Sd197,7026,2886,1836,90.09,95.32,94.51,104.91,4.47,1728.54,1e-26,31040535,0.00123929988048617,3.40102847662696e-06,FMT.0111E
VFG049162,"precolibactin peptidase ClbP",Klebsiella pneumoniae subsp. pneumoniae 1084,7996,2367,1506,87.45,88.11,99.25,113.49,5.65,3057.26,1e-26,31040535,0.00118771104472834,3.25945249308086e-06,FMT.0111E
VFG002048,"general secretion pathway protein E",Shigella dysenteriae Sd197,6119,2349,1494,88.82,95.31,93.19,104.92,5.15,1678.36,1e-26,31040535,0.00116173873566929,3.18817631198502e-06,FMT.0111E
VFG049159,"precolibactin export MATE transporter ClbM",Klebsiella pneumoniae subsp. pneumoniae 1084,7006,2263,1440,99.93,100,99.93,100,4.87,2425.99,1e-26,31040535,0.0011109733147791,3.04886003769653e-06,FMT.0111E
VFG012501,"esterase",Escherichia coli CFT073,6772,1504,957,99.48,100,99.48,100,7.23,3352.68,1e-26,31040535,0.0010961308709818,3.0081277058274e-06,FMT.0111E
VFG000457,"minor curlin subunit precursor, curli nucleator protein CsgB",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,4568,716,456,76.54,89.04,85.96,112.32,16.03,2806.15,1e-26,31040535,0.00103108790029505,2.82962934639619e-06,FMT.0111E
VFG002046,"general secretion pathway protein C",Shigella dysenteriae Sd197,3994,1306,831,93.38,100,93.38,100,5.7,1362.22,1e-26,31040535,0.000750391755092709,2.0593108801844e-06,FMT.0111E
VFG000880,"regulatory protein PapI",Escherichia coli CFT073,4744,367,234,80.34,84.19,95.43,118.78,22.66,3746.24,1e-26,31040535,0.000707210087276783,1.94080680847207e-06,FMT.0111E
VFG049153,"colibactin biosynthesis acyltransferase ClbG",Klebsiella pneumoniae subsp. pneumoniae 1084,3840,1962,1248,96.88,96.88,100,103.23,3.08,607.23,1e-26,31040535,0.000589945110639478,1.61899484743322e-06,FMT.0111E
VFG002051,"general secretion pathway protein H",Shigella dysenteriae Sd197,2554,835,531,96.42,100,96.42,100,5.31,871.7,1e-26,31040535,0.000446684843155985,1.22584363604972e-06,FMT.0111E
VFG000878,"FimG protein precursor",Escherichia coli CFT073,2598,792,504,98.02,99.8,98.21,100.2,5.46,961.19,1e-26,31040535,0.000435076768898104,1.19398743100082e-06,FMT.0111E
VFG000877,"FimF protein precursor",Escherichia coli CFT073,2469,839,534,99.06,100,99.06,100,4.81,802.06,1e-26,31040535,0.000406910135458405,1.11668933396433e-06,FMT.0111E
VFG002050,"general secretion pathway protein G",Shigella dysenteriae Sd197,2107,717,456,94.08,100,94.08,100,5.52,683.86,1e-26,31040535,0.000398764138446378,1.09433415726766e-06,FMT.0111E
VFG002053,"general secretion pathway protein J",Shigella dysenteriae Sd197,2209,896,570,85.61,90.7,94.39,110.25,4.76,554.63,1e-26,31040535,0.000389853349229465,1.06988015032945e-06,FMT.0111E
VFG000875,"Chaperone protein fimC precursor",Escherichia coli CFT073,2713,1141,726,77.13,78.24,98.59,127.82,3.89,640.31,1e-26,31040535,0.000350047707654784,9.60640955960454e-07,FMT.0111E
